"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AQUIFEX_00444",230.708661992784,-0.198839424438823,0.163010357935882,-1.21979625685525,0.222542120733298,0.998912159871704
"AQUIFEX_00445",199.236377762471,-0.121542607254116,0.159656220312691,-0.761276992628732,0.44649163964894,0.998912159871704
"AQUIFEX_00446",0,NA,NA,NA,NA,NA
"AQUIFEX_00447",131.820704413879,-0.239509941100645,0.200726879091937,-1.19321309724018,0.232785926556631,0.998912159871704
"AQUIFEX_00448",163.536086545799,0.0499540418954921,0.178972355860909,0.27911596545287,0.780155831179057,0.998912159871704
"AQUIFEX_00449",133.077445384696,0.00687872104786038,0.200094958820147,0.0343772831080828,0.972576298216202,0.998912159871704
"AQUIFEX_00450",0,NA,NA,NA,NA,NA
"AQUIFEX_00451",243.68696331682,0.0842673407965238,0.147357152959893,0.571857823688134,0.567418299396524,0.998912159871704
"AQUIFEX_00452",104.62000228002,-0.102008273896972,0.233840345419083,-0.436230427705514,0.662669553499235,0.998912159871704
"AQUIFEX_00453",259.414809053536,0.143239391645187,0.146809777859068,0.975680187887018,0.32922297317599,0.998912159871704
"AQUIFEX_00454",164.794428248746,0.10637201332918,0.180420059537742,0.589579748514206,0.555472432121248,0.998912159871704
"AQUIFEX_00455",1.49880224544439,1.00096139531452,1.61799492753438,0.618643098492195,0.536151502968729,0.998912159871704
"AQUIFEX_00456",105.863779312005,-0.0530215932638086,0.223979148680666,-0.23672557725185,0.812869691082799,0.998912159871704
"AQUIFEX_00457",111.608146231448,0.137110953722692,0.217696060633037,0.629827445310623,0.528807487025952,0.998912159871704
"AQUIFEX_00458",360.764297880217,-0.108359250078244,0.127854844634911,-0.847517748644278,0.3967065984716,0.998912159871704
"AQUIFEX_00459",274.646727999933,-0.0300504769942341,0.144038816136664,-0.208627631080516,0.834738938707202,0.998912159871704
"AQUIFEX_00460",142.314468626661,0.0926530581316493,0.193532852718393,0.478745891615971,0.632119413907112,0.998912159871704
"AQUIFEX_00461",142.314048579133,0.0115975318571531,0.203715165555032,0.0569301349045621,0.954600849051458,0.998912159871704
"AQUIFEX_00462",138.325655953077,0.0534967496310346,0.198902787499235,0.268959275551834,0.787961021632076,0.998912159871704
"AQUIFEX_00463",367.268964974671,-0.0318706942833426,0.125664988793474,-0.253616338085392,0.799791973272272,0.998912159871704
"AQUIFEX_00464",144.559985919439,0.0463598770636789,0.190093309451939,0.243879583123361,0.807324082132123,0.998912159871704
"AQUIFEX_00465",125.577138027032,-0.107473823221156,0.20942382395663,-0.513188142545869,0.60781971953938,0.998912159871704
"AQUIFEX_00466",308.601380231166,0.0201310906069165,0.133979415295726,0.150255101221946,0.880563354793663,0.998912159871704
"AQUIFEX_00468",378.507354666113,-0.0899471465974705,0.12212340916802,-0.736526659468858,0.461410249484338,0.998912159871704
"AQUIFEX_00469",187.751798683501,-0.0445546611231524,0.164988371522486,-0.270047280981133,0.787123879380046,0.998912159871704
"AQUIFEX_00470",150.054798189331,-0.0513615214719786,0.1878838373379,-0.273368492999253,0.784569969641526,0.998912159871704
"AQUIFEX_00471",101.373978137687,0.229327402105231,0.228608018781173,1.00314679829646,0.315790037807809,0.998912159871704
"AQUIFEX_00472",162.53252173632,-0.144900506249085,0.177813309715598,-0.814902475415617,0.415128136120198,0.998912159871704
"AQUIFEX_00473",1.9978983191523,0.738263245778441,1.36557033409217,0.540626306347845,0.588765182084508,0.998912159871704
"AQUIFEX_00474",225.209610966147,-0.0305535700005228,0.153257558143118,-0.199360934434246,0.841980416870792,0.998912159871704
"AQUIFEX_00475",258.405745429055,-0.0235737263901377,0.144760760540913,-0.16284610761958,0.870639604149581,0.998912159871704
"AQUIFEX_00476",86.8892099212477,0.0677905280090243,0.248832664558812,0.272434200426295,0.785288178687915,0.998912159871704
"AQUIFEX_00477",134.81920506062,-0.0198428065412467,0.198934366411311,-0.09974549344692,0.920546382064176,0.998912159871704
"AQUIFEX_00478",151.04594852471,0.159155563497773,0.196021166129415,0.81193050036595,0.416831511948117,0.998912159871704
"AQUIFEX_00479",129.334230351793,0.157598321818799,0.204934816923802,0.769016822931539,0.441883323729098,0.998912159871704
"AQUIFEX_00480",111.612701102524,0.0336149764944167,0.230920334631719,0.145569581596299,0.884261182513196,0.998912159871704
"AQUIFEX_00481",103.36670655428,0.0990872414025992,0.226028350241798,0.438384128790034,0.661107849612844,0.998912159871704
"AQUIFEX_00482",94.129627748694,-0.0215453058631214,0.241806637474301,-0.0891013831885041,0.929001338143433,0.998912159871704
"AQUIFEX_00483",281.141201987974,0.0168063075628857,0.146888024605798,0.114415777650959,0.908908207371279,0.998912159871704
"AQUIFEX_00484",0,NA,NA,NA,NA,NA
"AQUIFEX_00485",411.708936268177,-0.0492719088914331,0.116129258579216,-0.424285055241465,0.671357936988592,0.998912159871704
"AQUIFEX_00486",265.396025770443,-0.180636192283065,0.141681354899226,-1.27494681577224,0.202328067107135,0.998912159871704
"AQUIFEX_00487",277.142032823383,-0.0557602563443712,0.140901048367183,-0.395740535578288,0.692296448535094,0.998912159871704
"AQUIFEX_00489",261.159467402899,-0.0592446288069448,0.145325075280715,-0.407669692876511,0.683516190713865,0.998912159871704
"AQUIFEX_00490",336.306153357336,-0.0434979769094992,0.128565798667731,-0.338332413132022,0.735112700276936,0.998912159871704
"AQUIFEX_00491",0,NA,NA,NA,NA,NA
"AQUIFEX_00492",270.147308240657,-0.131998323351172,0.143286645686177,-0.921218601489717,0.356936308467809,0.998912159871704
"AQUIFEX_00493",77.9012402195717,-0.146741616001453,0.269142922344635,-0.545218186393741,0.58560346493665,0.998912159871704
"AQUIFEX_00494",245.1867228717,0.0778645737373756,0.146668205706307,0.530889250075739,0.595495527543711,0.998912159871704
"AQUIFEX_00495",93.8763326986778,0.0629170640956829,0.236392504514331,0.266155072154027,0.790119782592148,0.998912159871704
"AQUIFEX_00496",0,NA,NA,NA,NA,NA
"AQUIFEX_00497",104.859487734403,-0.163572632850372,0.224057912571246,-0.730046223198472,0.465361930925624,0.998912159871704
"AQUIFEX_00498",170.78564243671,0.085804815712093,0.17503138650355,0.490225310020913,0.623974472691575,0.998912159871704
"AQUIFEX_00499",161.793867958722,-0.0163945705421204,0.179869537150009,-0.0911470102269042,0.927375779313937,0.998912159871704
"AQUIFEX_00500",262.894038127014,-0.110874377305904,0.145465738110586,-0.762202692854138,0.445939039164067,0.998912159871704
"AQUIFEX_00501",241.931926284604,0.123690081281603,0.149171438575792,0.829180722948902,0.407002151334693,0.998912159871704
"AQUIFEX_00502",224.21055429046,0.020737007819738,0.151904920416596,0.136513075171411,0.891415688821199,0.998912159871704
"AQUIFEX_00503",0,NA,NA,NA,NA,NA
"AQUIFEX_00504",169.280858003679,-0.00705355677759343,0.175379017753348,-0.0402189319335425,0.967918584340394,0.998912159871704
"AQUIFEX_00505",0,NA,NA,NA,NA,NA
"AQUIFEX_00506",0,NA,NA,NA,NA,NA
"AQUIFEX_00507",83.8862582664102,0.00156387118690067,0.251999603479768,0.00620584780811462,0.995048481629831,0.998912159871704
"AQUIFEX_00508",103.86114444722,-0.109538476763313,0.227249975524018,-0.482017551424272,0.629793478118315,0.998912159871704
"AQUIFEX_00509",94.8674675810759,-0.303310316791495,0.240806098439034,-1.25956243947985,0.207827252358049,0.998912159871704
"AQUIFEX_00510",176.023223165264,0.0546734245817037,0.169903380735789,0.32179126951408,0.747610828728046,0.998912159871704
"AQUIFEX_00511",135.57764727317,0.187721864171477,0.204728890239781,0.916929036989429,0.359179826981134,0.998912159871704
"AQUIFEX_00512",147.558343300073,-0.11091396910113,0.190954587496617,-0.580839510352663,0.561348623563529,0.998912159871704
"AQUIFEX_00513",191.999265220261,-0.0773628650672516,0.16331246769335,-0.473710710271766,0.635706214751437,0.998912159871704
"AQUIFEX_00514",426.446360525109,0.0859800921083669,0.11432321797481,0.75207900574765,0.452003548439758,0.998912159871704
"AQUIFEX_00515",224.207355095788,0.0464767961477304,0.15154798065166,0.306680405425919,0.75908664574489,0.998912159871704
"AQUIFEX_00516",180.015766705465,0.133662529798499,0.171454012266003,0.779582396655308,0.435636720731458,0.998912159871704
"AQUIFEX_00517",70.4074362211322,0.0219730540564115,0.281272617685513,0.0781201321238429,0.937732493012446,0.998912159871704
"AQUIFEX_00518",0.249794724712662,1.44414098645709,3.02745290147168,0.477015178586289,0.633351313210636,0.998912159871704
"AQUIFEX_00519",678.091928088082,-0.0409755392165289,0.0907966956118168,-0.451288881609874,0.651781357148269,0.998912159871704
"AQUIFEX_00520",0,NA,NA,NA,NA,NA
"AQUIFEX_00521",194.747188866657,0.0458719073306556,0.16089747479303,0.285100231620558,0.775567352604387,0.998912159871704
"AQUIFEX_00522",429.427439086992,0.0821055613779448,0.121378532911169,0.676442196232788,0.498759934271827,0.998912159871704
"AQUIFEX_00523",93.8726468110435,-0.029142991535382,0.239948323843455,-0.121455282823293,0.903330431562622,0.998912159871704
"AQUIFEX_00524",22.7191578367406,0.033284538718363,0.472952146950076,0.070376123531746,0.943894294780825,0.998912159871704
"AQUIFEX_00525",54.4292195498413,-0.0514936555652744,0.305208091604161,-0.168716547764595,0.866019602141519,0.998912159871704
"AQUIFEX_00526",50.9390339936797,0.285153743532422,0.323375367022181,0.881804158919942,0.377882722231187,0.998912159871704
"AQUIFEX_00527",178.271818522341,-0.0066591393523595,0.175026895698828,-0.0380463775339876,0.969650704850966,0.998912159871704
"AQUIFEX_00528",76.8959296535548,-0.223804558490583,0.259925121318425,-0.861034737063405,0.389218911483989,0.998912159871704
"AQUIFEX_00529",187.25917651291,0.00913764103718655,0.16557335580681,0.0551878712167209,0.955988791576955,0.998912159871704
"AQUIFEX_00530",232.699830173168,0.0881905865851278,0.151251772312238,0.583071426119031,0.559845218269225,0.998912159871704
"AQUIFEX_00531",130.326791983307,0.167583024954168,0.206481943015636,0.811611042140757,0.417014853216017,0.998912159871704
"AQUIFEX_00532",258.666060624656,-0.188267919530405,0.150321363762743,-1.25243621277648,0.21041095782489,0.998912159871704
"AQUIFEX_00533",0,NA,NA,NA,NA,NA
"AQUIFEX_00534",247.678271729483,0.152899813712423,0.148502332635237,1.02961220203852,0.303192084972205,0.998912159871704
"AQUIFEX_00536",229.457661971709,0.168067204622452,0.156177609421781,1.0761286796788,0.281869710804151,0.998912159871704
"AQUIFEX_00537",121.58483891905,-0.0873606350510161,0.210009543608596,-0.415984119339995,0.677421623892184,0.998912159871704
"AQUIFEX_00538",209.729554725579,-0.0260427969243442,0.157994788574801,-0.164833265446692,0.869075220118639,0.998912159871704
"AQUIFEX_00539",0,NA,NA,NA,NA,NA
"AQUIFEX_00540",197.731568868005,-0.144328014876475,0.162503395409532,-0.888153841418188,0.374458004071685,0.998912159871704
"AQUIFEX_00541",138.315557273908,-0.0297328535281703,0.196448602543495,-0.151351819983485,0.879698193623555,0.998912159871704
"AQUIFEX_00542",324.08091474681,0.0414807281958351,0.130390207810686,0.318127633142981,0.750388123411063,0.998912159871704
"AQUIFEX_00544",0,NA,NA,NA,NA,NA
"AQUIFEX_00545",215.218396373091,0.142222958763792,0.157217575917791,0.904625058194259,0.365664055495695,0.998912159871704
"AQUIFEX_00546",385.741803020083,-0.000368581111637185,0.120538745304181,-0.00305778121969882,0.997560247376448,0.998912159871704
"AQUIFEX_00547",137.075147731533,0.111880708691926,0.195996419428077,0.570830370362872,0.568114633862124,0.998912159871704
"AQUIFEX_00548",107.355353671796,-0.0387278722697715,0.222795171124515,-0.173827251615465,0.862001226732696,0.998912159871704
"AQUIFEX_00549",92.6268434655487,0.0871243605253481,0.239945339216236,0.363100866263682,0.71652953753611,0.998912159871704
"AQUIFEX_00550",44.6951281658646,0.243777545380977,0.337658301824897,0.721965205841126,0.470315869773422,0.998912159871704
"AQUIFEX_00551",75.6571574934575,-0.0272498574474179,0.274228442079134,-0.0993691873855827,0.920845146557323,0.998912159871704
"AQUIFEX_00552",156.790647775084,-0.0444341391372472,0.182461596524042,-0.2435259801719,0.807597961513957,0.998912159871704
"AQUIFEX_00553",446.177115315594,0.0353588069042501,0.112839321492324,0.313355366166884,0.754010690426299,0.998912159871704
"AQUIFEX_00554",69.1669561314402,0.0742346535143824,0.28493377566329,0.260533007508757,0.794452657839652,0.998912159871704
"AQUIFEX_00555",142.065570625198,0.199606803368057,0.193165356277399,1.03334680304374,0.301441631835975,0.998912159871704
"AQUIFEX_00556",110.352617586923,-0.0245877619765691,0.221521873797657,-0.110994736343861,0.911620520730711,0.998912159871704
"AQUIFEX_00557",111.36127231591,0.169809372595716,0.22714224655006,0.747590442442383,0.454707231384511,0.998912159871704
"AQUIFEX_00558",299.607707820192,-0.0658754027708875,0.134406132069093,-0.490122003786429,0.624047568517742,0.998912159871704
"AQUIFEX_00559",242.170362215782,0.0313361831253925,0.155523422558098,0.201488512855267,0.840316610664869,0.998912159871704
"AQUIFEX_00560",146.058945420009,-0.00345032737799942,0.189921371891221,-0.0181671359238897,0.985505520041397,0.998912159871704
"AQUIFEX_00561",79.6458334855761,-0.00756765701370414,0.254767714692787,-0.0297041445099495,0.976303006540752,0.998912159871704
"AQUIFEX_00562",565.262084011592,-0.00107425610588712,0.0978918442319888,-0.0109739081362212,0.991244263864136,0.998912159871704
"AQUIFEX_00563",206.472491847924,-0.0228867757977509,0.1592858089956,-0.143683708812899,0.885750236183859,0.998912159871704
"AQUIFEX_00564",267.648583131067,-0.0739131528534668,0.143137584308057,-0.516378372673896,0.605590167939085,0.998912159871704
"AQUIFEX_00565",140.817593756202,0.185942552904369,0.193610869762073,0.960393149066852,0.33685738479819,0.998912159871704
"AQUIFEX_00566",243.677632454982,0.0961771687875002,0.149759400504084,0.642211229904578,0.520736042496608,0.998912159871704
"AQUIFEX_00567",651.16224539685,0.0412882244137706,0.0928409686761548,0.444719879623305,0.656522201077668,0.998912159871704
"AQUIFEX_00568",240.939944169219,0.0642623465464901,0.147859702390674,0.434617042422393,0.663840422579549,0.998912159871704
"AQUIFEX_00569",261.641385823967,-0.108622397924404,0.148374458916495,-0.732082857909773,0.464117996002897,0.998912159871704
"AQUIFEX_00570",242.429736220436,-0.15023128913435,0.14740154707761,-1.01919750581213,0.308109210540102,0.998912159871704
"AQUIFEX_00571",81.8946066294378,0.0366456015831759,0.251886660156737,0.145484487191077,0.884328362868838,0.998912159871704
"AQUIFEX_00572",211.221430741397,0.0902289409041923,0.162657364070778,0.554717835369142,0.579087674909686,0.998912159871704
"AQUIFEX_00573",167.780879514694,0.0702122644361211,0.174405607482793,0.402580315217493,0.687256993235925,0.998912159871704
"AQUIFEX_00574",233.192816799449,-0.00468725553115214,0.153152862490918,-0.0306050794932421,0.975584491199082,0.998912159871704
"AQUIFEX_00575",216.712272111513,-0.0250882080824543,0.15409132257296,-0.162813892849647,0.870664969317314,0.998912159871704
"AQUIFEX_00576",400.72291706558,0.00688751755172301,0.118058206874856,0.0583400149302952,0.953477794471481,0.998912159871704
"AQUIFEX_00577",104.118849883407,0.0914065431727767,0.226853147413702,0.402932664655,0.686997760655854,0.998912159871704
"AQUIFEX_00578",99.3714260929374,-0.0855968207979488,0.232366995758735,-0.368369098711521,0.71259803564168,0.998912159871704
"AQUIFEX_00579",107.86360221116,0.229032827988538,0.223098566710661,1.02659928015393,0.30460919314226,0.998912159871704
"AQUIFEX_00580",136.5697677581,0.0173275207993302,0.199408089402715,0.0868947736836107,0.930755153804231,0.998912159871704
"AQUIFEX_00581",173.778106467038,0.0511937846044428,0.171731006685137,0.298104492558557,0.765623412810443,0.998912159871704
"AQUIFEX_00582",277.132637487585,0.017114913950213,0.140241584148877,0.12203879508409,0.902868293849672,0.998912159871704
"AQUIFEX_00583",416.20559743986,-0.00025171469975939,0.115235070470253,-0.00218435844862322,0.998257135504575,0.998912159871704
"AQUIFEX_00584",490.621106957138,0.0410945169517867,0.106672598186273,0.385239674016629,0.700059851773885,0.998912159871704
"AQUIFEX_00585",281.648517097829,0.0832703334155747,0.143765410488317,0.579209791372879,0.562447624877505,0.998912159871704
"AQUIFEX_00586",268.638165538694,0.0605763434215008,0.147179085547445,0.41158255057899,0.680645423505886,0.998912159871704
"AQUIFEX_00587",366.767302502345,0.027037608878085,0.123154349481311,0.219542460270054,0.826227508007188,0.998912159871704
"AQUIFEX_00588",295.605799520984,-0.0960197892923404,0.136013961366813,-0.705955391104201,0.480215879234629,0.998912159871704
"AQUIFEX_00589",495.853401633325,0.0392610214926116,0.105577016222662,0.371870913739502,0.709988962055762,0.998912159871704
"AQUIFEX_00590",199.731773490243,-0.113974742612722,0.160898470148171,-0.708364364855448,0.478719015901529,0.998912159871704
"AQUIFEX_00591",246.179555624451,0.0893132450233574,0.147059275470026,0.60732819972013,0.543633127464778,0.998912159871704
"AQUIFEX_00592",170.280856963103,0.0268358363864619,0.173467349649941,0.154702521486706,0.877055842069439,0.998912159871704
"AQUIFEX_00593",153.806292802566,0.0576273804709651,0.185673810906423,0.310368921656962,0.756280424930588,0.998912159871704
"AQUIFEX_00594",119.090497534504,0.0196917403772864,0.212926501637062,0.0924813972234019,0.926315570739048,0.998912159871704
"AQUIFEX_00595",94.1326552299387,0.116260269805243,0.246205887126019,0.472207513647861,0.636778677176874,0.998912159871704
"AQUIFEX_00596",84.3921616249557,0.121049944381451,0.249781551310125,0.484623238772174,0.627943626136717,0.998912159871704
"AQUIFEX_00597",284.131066899309,-0.115272158322723,0.141466246720597,-0.814838599276554,0.415164703169114,0.998912159871704
"AQUIFEX_00598",217.216014135271,0.101047099250833,0.154283847535468,0.654942826906124,0.512504565116592,0.998912159871704
"AQUIFEX_00599",256.665079162527,-0.00975827834924827,0.14531504556987,-0.0671525671067301,0.946460245802844,0.998912159871704
"AQUIFEX_00600",201.237281854415,0.116127472264333,0.159652622632809,0.727375913713732,0.466995705414085,0.998912159871704
"AQUIFEX_00601",260.168813098105,0.140017045283593,0.148538701394403,0.942630061857196,0.345870157743944,0.998912159871704
"AQUIFEX_00602",226.947309146713,0.0110495639176383,0.154008046075862,0.071746666483876,0.942803517345626,0.998912159871704
"AQUIFEX_00603",237.451107662817,0.0651384529872728,0.151083845877901,0.431141083341993,0.666365789916224,0.998912159871704
"AQUIFEX_00604",151.569946321519,0.234757318346072,0.1968372502125,1.19264680893801,0.233007725438298,0.998912159871704
"AQUIFEX_00605",142.308283098065,-0.140346351436361,0.192587035954772,-0.728742465662746,0.466159211253443,0.998912159871704
"AQUIFEX_00606",186.757923615696,-0.0757267116540609,0.171322307159269,-0.442013144170781,0.658479694422088,0.998912159871704
"AQUIFEX_00607",379.012714535171,0.111773326142554,0.121097817241971,0.923000337150709,0.356007029530226,0.998912159871704
"AQUIFEX_00608",0,NA,NA,NA,NA,NA
"AQUIFEX_00609",149.29079098563,0.00165969904039686,0.20262096697985,0.0081911515137617,0.993464479755469,0.998912159871704
"AQUIFEX_00610",148.044803212597,-0.178709597325182,0.191912815854375,-0.931201996748299,0.351749085207487,0.998912159871704
"AQUIFEX_00611",102.862497276425,-0.237202613564609,0.227924807799982,-1.04070555484583,0.298012224369791,0.998912159871704
"AQUIFEX_00612",95.8696039392494,-0.0284942917767088,0.236630107665902,-0.120417017334666,0.904152811605362,0.998912159871704
"AQUIFEX_00613",71.6531401027067,-0.0688572117226936,0.269473806273649,-0.255524693382515,0.79831787390945,0.998912159871704
"AQUIFEX_00614",0,NA,NA,NA,NA,NA
"AQUIFEX_00615",364.520311197773,0.0252196683216993,0.123312119003192,0.204518976119829,0.83794796457749,0.998912159871704
"AQUIFEX_00616",178.266364133035,0.0499985543812213,0.168404209443442,0.29689610815823,0.766545827521598,0.998912159871704
"AQUIFEX_00617",157.78816539762,0.0106742195052383,0.182795370227523,0.0583943646491276,0.953434503473131,0.998912159871704
"AQUIFEX_00618",284.624707448918,-0.00862678520796005,0.13789208051883,-0.0625618612432353,0.950115400214396,0.998912159871704
"AQUIFEX_00619",182.25230656639,-0.101276411994215,0.169033479908761,-0.599150014830678,0.549072851845317,0.998912159871704
"AQUIFEX_00620",121.34027800346,-0.0341381346680929,0.20858103726601,-0.163668448079273,0.869992157338991,0.998912159871704
"AQUIFEX_00621",209.233433889872,0.0909961975074201,0.159666455574098,0.56991430780018,0.56873582012886,0.998912159871704
"AQUIFEX_00622",5.74187505402777,-0.12392608926712,0.831188335661775,-0.149095077433266,0.881478610116527,0.998912159871704
"AQUIFEX_00623",89.8888401582496,0.0334254756317098,0.246803888863905,0.135433342584572,0.892269263407861,0.998912159871704
"AQUIFEX_00624",73.9003386780625,-0.272296412191491,0.26610441891334,-1.02326903590491,0.306180659714671,0.998912159871704
"AQUIFEX_00625",151.050456231219,-0.127387240814188,0.188479651729355,-0.675867339765186,0.499124875525874,0.998912159871704
"AQUIFEX_00626",190.994415792981,-0.0550698301056803,0.163343074594102,-0.337142117855475,0.736009768621632,0.998912159871704
"AQUIFEX_00627",302.353492933047,0.0134052218749678,0.134180572075263,0.0999043428392054,0.920420268516374,0.998912159871704
"AQUIFEX_00628",199.988024920899,-0.0597795392765735,0.160138941907305,-0.373297953418328,0.708926699480698,0.998912159871704
"AQUIFEX_00629",93.8789207076369,0.124344436834359,0.235863902646069,0.52718722720766,0.598063577652795,0.998912159871704
"AQUIFEX_00630",257.165737574024,0.0855553735309038,0.144171523352296,0.593427686283382,0.552894964736906,0.998912159871704
"AQUIFEX_00631",81.1507651706017,0.0990494931778149,0.260740195229473,0.379878112351043,0.704035895394347,0.998912159871704
"AQUIFEX_00632",618.678950756097,-0.103360227099027,0.0931582997667495,-1.10951173816849,0.267209483496103,0.998912159871704
"AQUIFEX_00633",236.188650035686,-0.00460371666991934,0.148502027673418,-0.0310010357571933,0.97526871365627,0.998912159871704
"AQUIFEX_00634",212.465789005811,-0.0357753763688336,0.157628913964643,-0.226959480142445,0.820455250150486,0.998912159871704
"AQUIFEX_00635",106.860477441363,-0.092966506928909,0.222217713871145,-0.418357768646726,0.675685558614387,0.998912159871704
"AQUIFEX_00636",98.8755942132565,-0.0569218318338417,0.235821650330881,-0.241376615565088,0.809263235085232,0.998912159871704
"AQUIFEX_00637",4.24456516645228,-0.873220822713954,0.991046793398175,-0.881109578811904,0.378258513194038,0.998912159871704
"AQUIFEX_00638",398.47160426823,-0.0491308585570442,0.118719000704675,-0.413841577720671,0.67899013205047,0.998912159871704
"AQUIFEX_00639",73.8977245054803,0.21655502117332,0.28302229688086,0.765151804504225,0.444181154807808,0.998912159871704
"AQUIFEX_00640",248.418726827239,-0.0361865331493897,0.146351286393126,-0.247258046315944,0.804708525049288,0.998912159871704
"AQUIFEX_00641",206.240215407724,-0.0754984656059511,0.1642588119627,-0.459631143704456,0.645781000843727,0.998912159871704
"AQUIFEX_00643",171.532573623166,0.0560343335958936,0.173469808278003,0.323020669430226,0.746679588531336,0.998912159871704
"AQUIFEX_00644",247.439139648975,0.120858735643278,0.156678626927691,0.771379849397427,0.440481815431023,0.998912159871704
"AQUIFEX_00645",94.3811259478314,0.200238299788002,0.235889335261052,0.848865420585482,0.395956182231928,0.998912159871704
"AQUIFEX_00646",243.686814446639,-0.0577143870931724,0.149289103016517,-0.38659477434724,0.699056227194326,0.998912159871704
"AQUIFEX_00647",183.260661881045,-0.0693127305542098,0.171727893986185,-0.403619522404356,0.686492527490014,0.998912159871704
"AQUIFEX_00648",173.028286140991,0.063918800138237,0.171390286137319,0.372942957146503,0.709190899507433,0.998912159871704
"AQUIFEX_00649",90.6279167222464,0.0413115389090101,0.243675656803522,0.169534944322814,0.865375888564887,0.998912159871704
"AQUIFEX_00650",221.968916251086,-0.0343105100673367,0.157452322649258,-0.21791047277065,0.827498867131604,0.998912159871704
"AQUIFEX_00651",73.4084910216662,0.0406432099755937,0.26840592236561,0.15142441574084,0.879640930551597,0.998912159871704
"AQUIFEX_00652",164.546384261136,0.0495368932015975,0.183100028197623,0.270545524701566,0.786740598564323,0.998912159871704
"AQUIFEX_00653",243.19335771517,0.16158090103224,0.147463399719965,1.09573562890239,0.273194485890753,0.998912159871704
"AQUIFEX_00654",276.640117533894,0.116147065459228,0.13956024054801,0.832236065251493,0.40527571054578,0.998912159871704
"AQUIFEX_00655",189.74648505187,-0.112463027001305,0.163047555602163,-0.689755983068617,0.490347653562571,0.998912159871704
"AQUIFEX_00656",241.944706363295,0.0401165106454087,0.153934636351545,0.260607434403479,0.79439525592886,0.998912159871704
"AQUIFEX_00657",114.096069276498,-0.0679291790746259,0.219055765566813,-0.310099936876152,0.756484960265041,0.998912159871704
"AQUIFEX_00658",257.161865612773,-0.0713796388219696,0.143487447947134,-0.497462599294875,0.618862870998272,0.998912159871704
"AQUIFEX_00664",124.333372658367,-0.114436452745918,0.209229102407391,-0.546943285753328,0.584417696393762,0.998912159871704
"AQUIFEX_00665",150.802812740049,0.164123854326166,0.189319768863815,0.866913451834115,0.385989432477506,0.998912159871704
"AQUIFEX_00666",108.85569217541,-0.077949841029144,0.220462732583757,-0.353573776917284,0.723658329456725,0.998912159871704
"AQUIFEX_00667",147.7923949247,-0.252535610961068,0.194281697060059,-1.29984252136217,0.193654948481078,0.998912159871704
"AQUIFEX_00668",284.614863814497,-0.155569433494951,0.13810658582668,-1.1264447134345,0.259977329650497,0.998912159871704
"AQUIFEX_00669",149.553004072215,0.0159531397255214,0.18637243821021,0.0855981704093377,0.931785852924867,0.998912159871704
"AQUIFEX_00670",333.309480054262,-0.0439000116170962,0.12841664235972,-0.341856092874036,0.732459193799915,0.998912159871704
"AQUIFEX_00671",230.702961412959,0.00769455793222727,0.151796689557293,0.0506898928736063,0.959572630615036,0.998912159871704
"AQUIFEX_00672",82.4019290035536,0.12378369816678,0.263616139852978,0.469560392758258,0.638669127683678,0.998912159871704
"AQUIFEX_00673",413.94904305784,-0.078579283235894,0.116930289165466,-0.672018206717146,0.501572105642224,0.998912159871704
"AQUIFEX_00674",201.486662135672,-0.02355813352003,0.158545795858992,-0.148588825029345,0.881878091450477,0.998912159871704
"AQUIFEX_00675",157.298445746239,0.00143508056013051,0.181679852732709,0.00789895268267214,0.993697613145998,0.998912159871704
"AQUIFEX_00676",0,NA,NA,NA,NA,NA
"AQUIFEX_00677",64.4161075855503,-0.11045637709158,0.282147141931419,-0.391485011456995,0.695438765561005,0.998912159871704
"AQUIFEX_00678",12.9830696232541,0.00148155165703402,0.596210016439511,0.0024849492899862,0.998017299367663,0.998912159871704
"AQUIFEX_00679",279.63163263973,-0.05004985522373,0.13838288005087,-0.361676640964052,0.717593684798742,0.998912159871704
"AQUIFEX_00680",83.6411361807667,0.130794142763322,0.249623896058399,0.5239648320076,0.600303000525927,0.998912159871704
"AQUIFEX_00681",187.511535352545,0.0513823950647361,0.166357181461363,0.30886791068091,0.757422007645297,0.998912159871704
"AQUIFEX_00682",187.757241934883,0.0168057501107584,0.164623871064748,0.102085742499328,0.918688617724504,0.998912159871704
"AQUIFEX_00683",55.174410002326,-0.0114744521165075,0.306038546548158,-0.0374934865098826,0.970091533509151,0.998912159871704
"AQUIFEX_00684",327.811400837364,-0.0754253518583543,0.131682020849562,-0.572783978949738,0.566790968023911,0.998912159871704
"AQUIFEX_00685",163.285480670852,-0.077967291540545,0.176778038381929,-0.441046253562882,0.659179512030952,0.998912159871704
"AQUIFEX_00686",111.364558176389,0.221771137533033,0.222047414198461,0.998755776254251,0.317913013898382,0.998912159871704
"AQUIFEX_00687",0.499092185934553,-2.44120374874439,2.37694095350881,-1.02703592411108,0.304403548514027,0.998912159871704
"AQUIFEX_00688",146.812724982512,0.0210538109638374,0.192562187911529,0.109335125406398,0.91293668753765,0.998912159871704
"AQUIFEX_00689",46.9341382257543,-0.275547544594595,0.333665246578506,-0.825820331665147,0.408906018862804,0.998912159871704
"AQUIFEX_00690",604.707124151637,0.0706184194168913,0.0952469984973823,0.741424092422526,0.458436341012554,0.998912159871704
